SubscriberKey,EmailAddress,Status,Country,Source,DateCreated
L2187,lead2187@example.com,Active,US,organic,2023-12-10 17:28:00+0000
L2188,lead2188@example.com,Active,SE,referral,2023-01-06 00:30:00+0000
L2189,lead2189@example.com,Unsubscribed,NG,event,2023-03-02 20:06:00+0000
L2190,lead2190@example.com,Active,SE,event,2023-10-30 09:55:00+0000
L2191,lead2191@example.com,Active,IN,organic,2023-09-21 09:56:00+0000
L2192,lead2192@example.com,Unsubscribed,JP,webform,2023-05-17 07:20:00+0000
L2193,lead2193@example.com,Active,IN,organic,2023-09-06 09:36:00+0000
L2194,lead2194@example.com,Active,US,organic,2023-03-26 13:10:00+0000
L2195,lead2195@example.com,Active,IN,event,2023-05-02 07:58:00+0000
L2196,lead2196@example.com,Active,BR,referral,2024-01-26 00:56:00+0000
L2197,lead2197@example.com,Active,JP,organic,2023-08-19 12:52:00+0000
L2198,lead2198@example.com,Active,GB,webform,2023-11-26 10:57:00+0000
L2199,lead2199@example.com,Active,BR,webform,2023-11-29 16:37:00+0000
L2200,lead2200@example.com,Active,GB,webform,2023-02-20 08:08:00+0000
L2201,lead2201@example.com,Active,DE,event,2023-06-02 14:14:00+0000
L2202,lead2202@example.com,Unsubscribed,IN,webform,2023-01-27 09:54:00+0000
L2203,lead2203@example.com,Active,JP,referral,2023-11-22 01:41:00+0000
L2204,lead2204@example.com,Active,US,ads,2023-10-29 05:27:00+0000
L2205,lead2205@example.com,Active,JP,organic,2023-01-20 07:30:00+0000
L2206,lead2206@example.com,Active,SE,event,2023-12-07 07:10:00+0000
L2207,lead2207@example.com,Active,SE,organic,2023-04-28 02:37:00+0000
L2208,lead2208@example.com,Active,DE,referral,2023-10-02 10:42:00+0000
L2209,lead2209@example.com,Unsubscribed,US,webform,2023-08-06 06:29:00+0000
L2210,lead2210@example.com,Active,SE,organic,2023-12-17 14:19:00+0000
L2211,lead2211@example.com,Unsubscribed,SE,ads,2023-07-13 07:04:00+0000
L2212,lead2212@example.com,Active,DE,organic,2023-03-19 13:07:00+0000
L2213,lead2213@example.com,Unsubscribed,GB,organic,2023-07-30 07:10:00+0000
L2214,lead2214@example.com,Active,US,referral,2024-01-24 01:20:00+0000
L2215,lead2215@example.com,Active,GB,ads,2023-10-06 02:56:00+0000
L2216,lead2216@example.com,Unsubscribed,BR,event,2023-07-26 01:38:00+0000
L2217,lead2217@example.com,Active,DE,event,2023-05-12 13:41:00+0000
L2218,lead2218@example.com,Unsubscribed,NG,webform,2023-06-27 19:18:00+0000
L2219,lead2219@example.com,Active,US,webform,2023-07-12 13:05:00+0000
L2220,lead2220@example.com,Active,GB,organic,2023-04-25 00:41:00+0000
L2221,lead2221@example.com,Active,IN,webform,2023-01-01 12:00:00+0000
L2222,lead2222@example.com,Active,JP,event,2023-11-28 02:45:00+0000
L2223,lead2223@example.com,Active,GB,referral,2023-02-18 17:16:00+0000
L2224,lead2224@example.com,Active,JP,webform,2023-04-23 09:26:00+0000
L2225,lead2225@example.com,Active,NG,organic,2023-04-11 08:42:00+0000
L2226,lead2226@example.com,Active,GB,organic,2023-11-29 11:34:00+0000
L2227,lead2227@example.com,Active,US,webform,2023-09-01 06:33:00+0000
L2228,lead2228@example.com,Active,GB,webform,2023-07-20 13:51:00+0000
L2229,lead2229@example.com,Unsubscribed,DE,ads,2023-11-04 01:05:00+0000
L2230,lead2230@example.com,Active,US,webform,2023-08-07 11:59:00+0000
L2231,lead2231@example.com,Unsubscribed,BR,webform,2024-01-15 12:29:00+0000
L2232,lead2232@example.com,Active,US,ads,2023-04-23 12:01:00+0000
L2233,lead2233@example.com,Active,US,webform,2023-11-03 07:39:00+0000
L2234,lead2234@example.com,Unsubscribed,BR,webform,2023-07-30 13:52:00+0000
L2235,lead2235@example.com,Active,GB,ads,2023-04-09 17:15:00+0000
L2236,lead2236@example.com,Active,BR,referral,2023-05-25 12:08:00+0000
L2237,lead2237@example.com,Active,NG,webform,2024-02-05 08:31:00+0000
L2238,lead2238@example.com,Unsubscribed,IN,ads,2023-06-25 19:31:00+0000
L2239,lead2239@example.com,Active,SE,webform,2023-11-06 23:52:00+0000
L2240,lead2240@example.com,Active,IN,webform,2023-05-06 16:46:00+0000
L2241,lead2241@example.com,Active,NG,webform,2023-04-25 11:28:00+0000
L2242,lead2242@example.com,Unsubscribed,JP,organic,2023-12-04 13:31:00+0000
L2243,lead2243@example.com,Active,IN,event,2023-02-07 23:54:00+0000
L2244,lead2244@example.com,Active,US,organic,2023-03-04 01:14:00+0000
L2245,lead2245@example.com,Active,GB,referral,2023-07-18 05:19:00+0000
L2246,lead2246@example.com,Active,JP,ads,2023-11-30 04:39:00+0000
L2247,lead2247@example.com,Active,NG,event,2023-10-11 21:52:00+0000
L2248,lead2248@example.com,Active,NG,webform,2023-10-11 15:08:00+0000
L2249,lead2249@example.com,Active,BR,event,2023-08-21 01:21:00+0000
L2250,lead2250@example.com,Active,IN,organic,2023-09-13 20:21:00+0000
L2251,lead2251@example.com,Unsubscribed,SE,ads,2023-08-28 16:42:00+0000
L2252,lead2252@example.com,Active,NG,event,2024-01-09 16:10:00+0000
L2253,lead2253@example.com,Active,US,event,2023-06-25 17:02:00+0000
L2254,lead2254@example.com,Active,IN,webform,2023-07-15 01:59:00+0000
L2255,lead2255@example.com,Active,BR,referral,2024-01-30 18:06:00+0000
L2256,lead2256@example.com,Active,JP,organic,2023-08-01 06:48:00+0000
L2257,lead2257@example.com,Unsubscribed,NG,event,2023-02-09 23:59:00+0000
L2258,lead2258@example.com,Active,NG,ads,2023-03-21 11:39:00+0000
L2259,lead2259@example.com,Active,DE,referral,2023-06-03 15:54:00+0000
L2260,lead2260@example.com,Active,JP,referral,2023-10-09 01:11:00+0000
L2261,lead2261@example.com,Active,GB,event,2023-05-13 19:54:00+0000
L2262,lead2262@example.com,Unsubscribed,SE,ads,2023-05-07 14:43:00+0000
L2263,lead2263@example.com,Active,US,webform,2023-09-02 05:09:00+0000
L2264,lead2264@example.com,Unsubscribed,BR,event,2023-04-24 00:34:00+0000
L2265,lead2265@example.com,Unsubscribed,US,referral,2023-04-05 01:52:00+0000
L2266,lead2266@example.com,Active,SE,referral,2023-02-11 12:16:00+0000
L2267,lead2267@example.com,Active,JP,event,2023-07-12 23:50:00+0000
L2268,lead2268@example.com,Unsubscribed,US,ads,2023-12-16 10:49:00+0000
L2269,lead2269@example.com,Active,DE,webform,2023-11-26 12:49:00+0000
L2270,lead2270@example.com,Active,GB,organic,2023-06-02 18:15:00+0000
L2271,lead2271@example.com,Active,US,referral,2023-09-15 08:27:00+0000
L2272,lead2272@example.com,Active,IN,referral,2023-06-16 16:46:00+0000
L2273,lead2273@example.com,Active,BR,ads,2023-04-29 22:39:00+0000
L2274,lead2274@example.com,Unsubscribed,GB,ads,2023-07-23 22:20:00+0000
L2275,lead2275@example.com,Active,JP,organic,2023-01-23 03:04:00+0000
L2276,lead2276@example.com,Active,SE,ads,2023-01-19 10:06:00+0000
L2277,lead2277@example.com,Unsubscribed,IN,event,2023-07-26 01:09:00+0000
L2278,lead2278@example.com,Active,US,event,2023-10-27 05:21:00+0000
L2279,lead2279@example.com,Active,IN,organic,2023-06-24 06:55:00+0000
L2280,lead2280@example.com,Active,BR,event,2023-07-14 04:46:00+0000
L2281,lead2281@example.com,Active,JP,webform,2024-01-18 19:47:00+0000
L2282,lead2282@example.com,Unsubscribed,NG,event,2023-02-04 13:30:00+0000
L2283,lead2283@example.com,Active,BR,referral,2023-01-07 14:08:00+0000
L2284,lead2284@example.com,Unsubscribed,GB,ads,2023-04-06 06:46:00+0000
L2285,lead2285@example.com,Unsubscribed,GB,event,2023-03-11 23:05:00+0000
L2286,lead2286@example.com,Unsubscribed,IN,ads,2023-01-02 00:31:00+0000
L2287,lead2287@example.com,Active,NG,event,2023-10-04 18:01:00+0000
L2288,lead2288@example.com,Active,SE,referral,2023-10-10 12:16:00+0000
L2289,lead2289@example.com,Active,JP,ads,2023-01-15 10:43:00+0000
L2290,lead2290@example.com,Active,JP,event,2023-02-24 01:31:00+0000
L2291,lead2291@example.com,Active,IN,referral,2023-04-05 17:33:00+0000
L2292,lead2292@example.com,Active,IN,event,2023-06-01 23:53:00+0000
L2293,lead2293@example.com,Active,GB,ads,2024-01-17 10:46:00+0000
L2294,lead2294@example.com,Active,JP,webform,2023-05-31 09:46:00+0000
L2295,lead2295@example.com,Active,DE,ads,2023-02-25 04:12:00+0000
L2296,lead2296@example.com,Active,US,referral,2023-11-18 22:51:00+0000
L2297,lead2297@example.com,Active,BR,referral,2023-05-03 17:54:00+0000
L2298,lead2298@example.com,Active,JP,webform,2023-08-22 09:24:00+0000
L2299,lead2299@example.com,Active,NG,organic,2023-10-25 05:14:00+0000
L2300,lead2300@example.com,Active,JP,ads,2023-05-16 03:43:00+0000
L2301,lead2301@example.com,Active,SE,organic,2024-01-17 03:18:00+0000
L2302,lead2302@example.com,Active,GB,webform,2023-08-06 22:16:00+0000
L2303,lead2303@example.com,Active,JP,organic,2024-01-21 13:12:00+0000
L2304,lead2304@example.com,Active,SE,organic,2023-05-11 15:53:00+0000
L2305,lead2305@example.com,Active,DE,organic,2023-09-06 12:58:00+0000
L2306,lead2306@example.com,Active,GB,ads,2023-06-29 07:55:00+0000
L2307,lead2307@example.com,Active,US,organic,2023-02-17 18:29:00+0000
L2308,lead2308@example.com,Unsubscribed,NG,event,2024-01-15 23:44:00+0000
L2309,lead2309@example.com,Active,DE,referral,2023-10-12 07:50:00+0000
L2310,lead2310@example.com,Unsubscribed,SE,ads,2023-08-02 13:19:00+0000
L2311,lead2311@example.com,Active,NG,organic,2023-11-18 13:25:00+0000
L2312,lead2312@example.com,Active,IN,ads,2023-08-18 05:52:00+0000
L2313,lead2313@example.com,Unsubscribed,JP,ads,2023-09-01 21:28:00+0000
L2314,lead2314@example.com,Active,IN,referral,2023-11-11 20:15:00+0000
L2315,lead2315@example.com,Active,IN,webform,2024-01-05 16:37:00+0000
L2316,lead2316@example.com,Active,BR,organic,2023-03-15 03:24:00+0000
L2317,lead2317@example.com,Active,SE,event,2023-09-26 00:41:00+0000
L2318,lead2318@example.com,Active,BR,webform,2023-11-26 21:06:00+0000
L2319,lead2319@example.com,Active,US,webform,2024-01-04 10:16:00+0000
L2320,lead2320@example.com,Active,DE,organic,2023-08-14 15:58:00+0000
L2321,lead2321@example.com,Active,SE,referral,2023-12-08 04:00:00+0000
L2322,lead2322@example.com,Active,BR,webform,2023-02-07 19:39:00+0000
L2323,lead2323@example.com,Active,US,referral,2023-02-04 16:04:00+0000
L2324,lead2324@example.com,Active,JP,organic,2023-01-12 19:19:00+0000
L2325,lead2325@example.com,Active,JP,referral,2023-05-28 08:28:00+0000
L2326,lead2326@example.com,Active,SE,webform,2023-10-24 04:43:00+0000
L2327,lead2327@example.com,Active,NG,referral,2023-02-01 06:16:00+0000
L2328,lead2328@example.com,Active,DE,event,2023-03-31 05:44:00+0000
L2329,lead2329@example.com,Active,BR,webform,2023-07-03 18:00:00+0000
L2330,lead2330@example.com,Active,JP,ads,2023-05-04 06:14:00+0000
L2331,lead2331@example.com,Active,GB,ads,2023-07-30 05:17:00+0000
L2332,lead2332@example.com,Active,SE,webform,2023-09-14 16:00:00+0000
L2333,lead2333@example.com,Active,US,ads,2023-09-25 00:43:00+0000
L2334,lead2334@example.com,Unsubscribed,DE,webform,2023-02-08 08:38:00+0000
L2335,lead2335@example.com,Active,NG,webform,2023-06-17 21:15:00+0000
L2336,lead2336@example.com,Unsubscribed,IN,event,2023-10-08 10:56:00+0000
L2337,lead2337@example.com,Active,BR,event,2023-02-18 18:23:00+0000
L2338,lead2338@example.com,Active,DE,event,2023-08-17 18:53:00+0000
L2339,lead2339@example.com,Unsubscribed,DE,referral,2023-06-19 21:17:00+0000
L2340,lead2340@example.com,Unsubscribed,IN,organic,2023-01-25 20:47:00+0000
L2341,lead2341@example.com,Active,SE,organic,2024-01-24 09:17:00+0000
L2342,lead2342@example.com,Unsubscribed,IN,event,2024-01-24 01:15:00+0000
L2343,lead2343@example.com,Unsubscribed,GB,organic,2023-12-30 16:47:00+0000
L2344,lead2344@example.com,Active,GB,event,2023-12-08 05:18:00+0000
L2345,lead2345@example.com,Active,JP,webform,2023-10-19 10:56:00+0000
L2346,lead2346@example.com,Active,GB,organic,2023-03-15 04:07:00+0000
L2347,lead2347@example.com,Unsubscribed,NG,ads,2023-08-31 14:48:00+0000
L2348,lead2348@example.com,Active,JP,ads,2023-09-06 18:24:00+0000
L2349,lead2349@example.com,Active,IN,organic,2023-05-27 13:06:00+0000
L2350,lead2350@example.com,Active,NG,event,2023-04-28 02:39:00+0000
L2351,lead2351@example.com,Unsubscribed,SE,event,2023-03-02 21:08:00+0000
L2352,lead2352@example.com,Active,GB,organic,2023-12-30 15:46:00+0000
L2353,lead2353@example.com,Active,GB,webform,2023-01-16 23:48:00+0000
L2354,lead2354@example.com,Active,DE,organic,2023-01-25 20:18:00+0000
L2355,lead2355@example.com,Active,DE,event,2023-05-15 22:49:00+0000
L2356,lead2356@example.com,Active,NG,referral,2023-09-19 09:20:00+0000
L2357,lead2357@example.com,Active,DE,organic,2023-03-11 06:03:00+0000
L2358,lead2358@example.com,Active,GB,referral,2024-01-12 00:53:00+0000
L2359,lead2359@example.com,Active,DE,event,2023-09-05 02:57:00+0000
L2360,lead2360@example.com,Active,BR,webform,2023-01-04 03:13:00+0000
L2361,lead2361@example.com,Active,DE,event,2023-11-05 00:19:00+0000
L2362,lead2362@example.com,Active,NG,organic,2023-06-28 01:17:00+0000
L2363,lead2363@example.com,Active,IN,ads,2023-08-19 05:23:00+0000
L2364,lead2364@example.com,Unsubscribed,IN,ads,2023-03-01 13:53:00+0000
L2365,lead2365@example.com,Active,US,event,2023-10-04 09:56:00+0000
L2366,lead2366@example.com,Unsubscribed,DE,organic,2023-11-09 12:45:00+0000
L2367,lead2367@example.com,Active,US,webform,2023-12-25 09:56:00+0000
L2368,lead2368@example.com,Active,GB,referral,2023-05-16 09:16:00+0000
L2369,lead2369@example.com,Active,SE,referral,2023-03-29 07:31:00+0000
L2370,lead2370@example.com,Active,SE,event,2023-06-21 02:18:00+0000
L2371,lead2371@example.com,Active,US,event,2023-11-22 14:25:00+0000
L2372,lead2372@example.com,Active,NG,organic,2023-06-22 10:20:00+0000
L2373,lead2373@example.com,Unsubscribed,IN,ads,2023-03-15 15:40:00+0000
L2374,lead2374@example.com,Active,GB,referral,2023-05-30 08:30:00+0000
L2375,lead2375@example.com,Active,DE,organic,2023-05-14 12:36:00+0000
L2376,lead2376@example.com,Active,NG,organic,2023-07-03 02:31:00+0000
L2377,lead2377@example.com,Unsubscribed,NG,organic,2023-01-10 14:26:00+0000
L2378,lead2378@example.com,Active,US,event,2023-10-29 07:30:00+0000
L2379,lead2379@example.com,Active,DE,event,2023-04-29 13:13:00+0000
L2380,lead2380@example.com,Active,GB,ads,2024-01-30 12:19:00+0000
L2381,lead2381@example.com,Active,DE,referral,2023-11-18 07:41:00+0000
L2382,lead2382@example.com,Active,IN,event,2024-01-22 05:58:00+0000
L2383,lead2383@example.com,Unsubscribed,NG,organic,2023-10-18 08:31:00+0000
L2384,lead2384@example.com,Active,JP,referral,2023-10-19 08:37:00+0000
L2385,lead2385@example.com,Active,NG,webform,2023-07-24 08:11:00+0000
L2386,lead2386@example.com,Active,DE,ads,2023-09-27 03:02:00+0000
L2387,lead2387@example.com,Unsubscribed,BR,webform,2023-07-07 21:00:00+0000
L2388,lead2388@example.com,Active,DE,organic,2023-03-08 21:22:00+0000
L2389,lead2389@example.com,Active,US,organic,2023-12-11 06:38:00+0000
L2390,lead2390@example.com,Active,US,organic,2023-06-15 14:38:00+0000
L2391,lead2391@example.com,Active,BR,webform,2023-02-21 22:21:00+0000
L2392,lead2392@example.com,Active,JP,ads,2023-01-04 23:30:00+0000
L2393,lead2393@example.com,Active,JP,referral,2024-01-18 21:24:00+0000
L2394,lead2394@example.com,Active,SE,referral,2023-11-01 12:27:00+0000
L2395,lead2395@example.com,Active,SE,organic,2023-01-17 01:27:00+0000
L2396,lead2396@example.com,Active,DE,webform,2023-01-15 06:31:00+0000
L2397,lead2397@example.com,Active,NG,webform,2023-10-24 19:44:00+0000
L2398,lead2398@example.com,Active,DE,organic,2023-12-19 08:02:00+0000
L2399,lead2399@example.com,Unsubscribed,GB,organic,2023-05-01 13:56:00+0000
L2400,lead2400@example.com,Active,DE,organic,2023-02-24 18:10:00+0000
L2401,lead2401@example.com,Active,US,referral,2024-02-03 23:12:00+0000
L2402,lead2402@example.com,Active,DE,event,2023-03-17 13:35:00+0000
L2403,lead2403@example.com,Active,JP,referral,2023-02-18 11:29:00+0000
L2404,lead2404@example.com,Active,JP,ads,2023-05-30 17:09:00+0000
L2405,lead2405@example.com,Active,IN,organic,2023-07-31 15:00:00+0000
L2406,lead2406@example.com,Active,GB,referral,2023-01-24 14:32:00+0000
L2407,lead2407@example.com,Active,IN,organic,2023-10-13 09:07:00+0000
L2408,lead2408@example.com,Unsubscribed,BR,ads,2023-09-27 01:27:00+0000
L2409,lead2409@example.com,Active,JP,ads,2023-04-16 18:17:00+0000
L2410,lead2410@example.com,Active,BR,organic,2023-05-01 17:03:00+0000
L2411,lead2411@example.com,Active,BR,event,2023-05-07 15:07:00+0000
L2412,lead2412@example.com,Active,BR,event,2023-08-11 23:50:00+0000
L2413,lead2413@example.com,Active,BR,organic,2023-07-14 14:48:00+0000
L2414,lead2414@example.com,Active,JP,referral,2023-04-12 16:40:00+0000
L2415,lead2415@example.com,Unsubscribed,NG,referral,2023-10-28 03:49:00+0000
L2416,lead2416@example.com,Active,GB,organic,2023-12-02 00:54:00+0000
L2417,lead2417@example.com,Unsubscribed,BR,webform,2023-11-09 10:10:00+0000
L2418,lead2418@example.com,Active,US,event,2023-02-08 05:19:00+0000
L2419,lead2419@example.com,Active,BR,webform,2023-02-22 01:05:00+0000
L2420,lead2420@example.com,Active,US,webform,2023-10-17 09:38:00+0000
L2421,lead2421@example.com,Active,SE,event,2023-04-05 10:53:00+0000
L2422,lead2422@example.com,Active,DE,referral,2023-03-19 13:27:00+0000
L2423,lead2423@example.com,Active,SE,referral,2023-05-16 15:11:00+0000
L2424,lead2424@example.com,Active,NG,ads,2023-03-30 19:19:00+0000
L2425,lead2425@example.com,Active,IN,organic,2023-02-14 03:36:00+0000
L2426,lead2426@example.com,Active,BR,event,2023-08-11 13:52:00+0000
L2427,lead2427@example.com,Active,SE,organic,2023-09-09 16:49:00+0000
L2428,lead2428@example.com,Active,DE,ads,2023-09-12 06:23:00+0000
L2429,lead2429@example.com,Active,NG,webform,2023-10-14 23:40:00+0000
L2430,lead2430@example.com,Active,SE,event,2023-04-09 14:55:00+0000
L2431,lead2431@example.com,Unsubscribed,US,event,2023-05-16 01:46:00+0000
L2432,lead2432@example.com,Active,SE,referral,2023-09-26 01:51:00+0000
L2433,lead2433@example.com,Active,IN,ads,2023-12-19 03:52:00+0000
L2434,lead2434@example.com,Active,GB,organic,2023-11-10 07:34:00+0000
L2435,lead2435@example.com,Active,SE,ads,2023-10-05 09:17:00+0000
L2436,lead2436@example.com,Unsubscribed,DE,referral,2023-04-09 08:44:00+0000
L2437,lead2437@example.com,Active,GB,organic,2023-09-07 20:31:00+0000
L2438,lead2438@example.com,Active,US,webform,2023-04-03 09:48:00+0000
L2439,lead2439@example.com,Active,JP,organic,2023-08-29 12:13:00+0000
L2440,lead2440@example.com,Active,GB,webform,2023-12-02 02:28:00+0000
L2441,lead2441@example.com,Unsubscribed,JP,organic,2023-03-16 16:03:00+0000
L2442,lead2442@example.com,Active,GB,ads,2023-06-30 03:55:00+0000
L2443,lead2443@example.com,Unsubscribed,SE,event,2023-11-15 12:31:00+0000
L2444,lead2444@example.com,Active,BR,organic,2023-09-30 08:14:00+0000
L2445,lead2445@example.com,Active,DE,organic,2023-03-31 09:10:00+0000
L2446,lead2446@example.com,Active,JP,event,2024-01-10 12:16:00+0000
L2447,lead2447@example.com,Active,BR,webform,2023-01-21 10:12:00+0000
L2448,lead2448@example.com,Active,NG,referral,2023-03-19 02:34:00+0000
L2449,lead2449@example.com,Active,JP,ads,2024-01-04 15:04:00+0000
L2450,lead2450@example.com,Unsubscribed,GB,referral,2023-01-06 13:00:00+0000
L2451,lead2451@example.com,Active,SE,organic,2023-02-27 15:26:00+0000
L2452,lead2452@example.com,Active,DE,referral,2023-11-20 21:14:00+0000
L2453,lead2453@example.com,Active,US,organic,2023-04-11 17:03:00+0000
L2454,lead2454@example.com,Active,IN,webform,2023-03-30 02:27:00+0000
L2455,lead2455@example.com,Active,NG,referral,2023-02-23 05:02:00+0000
L2456,lead2456@example.com,Active,US,ads,2023-04-19 06:03:00+0000
L2457,lead2457@example.com,Unsubscribed,IN,organic,2023-08-24 11:58:00+0000
L2458,lead2458@example.com,Unsubscribed,GB,referral,2023-04-02 12:47:00+0000
L2459,lead2459@example.com,Active,US,organic,2023-02-10 10:26:00+0000
L2460,lead2460@example.com,Active,JP,organic,2023-12-27 06:25:00+0000
L2461,lead2461@example.com,Unsubscribed,DE,referral,2023-05-23 00:03:00+0000
L2462,lead2462@example.com,Active,BR,webform,2023-03-18 17:31:00+0000
L2463,lead2463@example.com,Active,US,event,2023-03-06 19:33:00+0000
L2464,lead2464@example.com,Active,SE,ads,2023-08-20 02:30:00+0000
L2465,lead2465@example.com,Unsubscribed,NG,event,2024-01-11 14:52:00+0000
L2466,lead2466@example.com,Active,NG,event,2023-01-30 13:40:00+0000
L2467,lead2467@example.com,Active,DE,event,2023-10-24 15:26:00+0000
L2468,lead2468@example.com,Active,US,referral,2023-07-01 03:27:00+0000
L2469,lead2469@example.com,Active,IN,event,2023-01-21 17:31:00+0000
L2470,lead2470@example.com,Active,US,organic,2024-01-26 14:56:00+0000
L2471,lead2471@example.com,Active,DE,organic,2023-10-15 05:26:00+0000
L2472,lead2472@example.com,Active,GB,event,2023-12-08 20:48:00+0000
L2473,lead2473@example.com,Unsubscribed,IN,webform,2023-05-16 01:51:00+0000
L2474,lead2474@example.com,Active,IN,referral,2023-09-02 16:50:00+0000
L2475,lead2475@example.com,Active,JP,organic,2023-11-28 21:58:00+0000
L2476,lead2476@example.com,Active,IN,ads,2023-03-11 09:23:00+0000
L2477,lead2477@example.com,Active,US,referral,2023-12-08 17:38:00+0000
L2478,lead2478@example.com,Unsubscribed,SE,webform,2024-02-04 21:05:00+0000
L2479,lead2479@example.com,Active,IN,ads,2024-01-19 03:55:00+0000
L2480,lead2480@example.com,Active,US,referral,2023-12-30 17:00:00+0000
L2481,lead2481@example.com,Active,SE,referral,2023-06-24 22:10:00+0000
L2482,lead2482@example.com,Unsubscribed,BR,webform,2023-12-22 17:46:00+0000
L2483,lead2483@example.com,Active,US,ads,2023-06-11 06:19:00+0000
L2484,lead2484@example.com,Active,GB,event,2023-09-04 20:10:00+0000
L2485,lead2485@example.com,Unsubscribed,DE,webform,2023-11-24 06:01:00+0000
L2486,lead2486@example.com,Active,IN,webform,2023-09-19 04:05:00+0000
L2487,lead2487@example.com,Active,JP,webform,2023-07-08 05:35:00+0000
L2488,lead2488@example.com,Active,US,ads,2023-06-11 08:29:00+0000
L2489,lead2489@example.com,Active,BR,referral,2023-02-02 22:24:00+0000
L2490,lead2490@example.com,Active,SE,ads,2023-12-16 15:46:00+0000
L2491,lead2491@example.com,Active,IN,event,2023-03-25 05:07:00+0000
L2492,lead2492@example.com,Active,GB,webform,2023-03-23 20:24:00+0000
L2493,lead2493@example.com,Unsubscribed,DE,webform,2023-07-28 17:06:00+0000
L2494,lead2494@example.com,Active,BR,ads,2023-01-30 12:50:00+0000
L2495,lead2495@example.com,Unsubscribed,DE,organic,2023-03-20 05:05:00+0000
L2496,lead2496@example.com,Active,BR,referral,2023-04-04 18:11:00+0000
L2497,lead2497@example.com,Active,JP,ads,2023-10-17 14:08:00+0000
L2498,lead2498@example.com,Unsubscribed,BR,referral,2024-01-26 14:01:00+0000
L2499,lead2499@example.com,Active,US,webform,2023-03-20 23:17:00+0000
L2500,lead2500@example.com,Active,BR,event,2023-05-10 11:50:00+0000
L2501,lead2501@example.com,Active,NG,ads,2023-11-22 16:20:00+0000
L2502,lead2502@example.com,Active,BR,referral,2023-12-25 17:45:00+0000
L2503,lead2503@example.com,Active,SE,webform,2023-05-22 20:35:00+0000
L2504,lead2504@example.com,Unsubscribed,IN,organic,2023-03-06 15:36:00+0000
L2505,lead2505@example.com,Active,NG,referral,2023-09-24 08:18:00+0000
L2506,lead2506@example.com,Active,BR,organic,2023-11-06 00:12:00+0000
L2507,lead2507@example.com,Active,BR,webform,2023-06-01 10:06:00+0000
L2508,lead2508@example.com,Active,IN,webform,2023-04-06 00:09:00+0000
L2509,lead2509@example.com,Active,NG,webform,2023-11-27 01:12:00+0000
L2510,lead2510@example.com,Active,US,event,2023-09-16 18:16:00+0000
L2511,lead2511@example.com,Active,JP,referral,2023-09-02 19:06:00+0000
L2512,lead2512@example.com,Active,DE,event,2023-12-18 00:26:00+0000
L2513,lead2513@example.com,Unsubscribed,US,webform,2023-07-29 01:04:00+0000
L2514,lead2514@example.com,Active,JP,referral,2023-01-01 11:54:00+0000
L2515,lead2515@example.com,Active,JP,webform,2023-02-08 09:27:00+0000
L2516,lead2516@example.com,Active,NG,event,2023-07-25 08:19:00+0000
L2517,lead2517@example.com,Active,GB,event,2023-07-27 01:44:00+0000
L2518,lead2518@example.com,Active,GB,ads,2023-11-09 00:39:00+0000
L2519,lead2519@example.com,Active,DE,event,2023-06-27 20:45:00+0000
L2520,lead2520@example.com,Active,BR,ads,2023-08-14 20:23:00+0000
L2521,lead2521@example.com,Unsubscribed,US,referral,2023-06-02 22:54:00+0000
L2522,lead2522@example.com,Active,DE,referral,2023-02-08 03:49:00+0000
L2523,lead2523@example.com,Active,NG,ads,2023-12-15 12:50:00+0000
L2524,lead2524@example.com,Active,GB,event,2023-02-20 21:54:00+0000
L2525,lead2525@example.com,Active,IN,ads,2023-11-08 22:34:00+0000
L2526,lead2526@example.com,Active,IN,referral,2023-10-27 07:52:00+0000
L2527,lead2527@example.com,Active,US,webform,2023-08-15 13:23:00+0000
L2528,lead2528@example.com,Active,JP,ads,2023-06-15 05:43:00+0000
L2529,lead2529@example.com,Active,NG,event,2023-09-23 21:39:00+0000
L2530,lead2530@example.com,Active,US,event,2023-09-08 11:29:00+0000
L2531,lead2531@example.com,Active,SE,referral,2023-07-12 05:08:00+0000
L2532,lead2532@example.com,Active,GB,referral,2023-05-11 17:54:00+0000
L2533,lead2533@example.com,Unsubscribed,JP,ads,2023-01-16 12:51:00+0000
L2534,lead2534@example.com,Active,SE,referral,2023-07-16 13:01:00+0000
L2535,lead2535@example.com,Active,JP,ads,2023-03-24 01:41:00+0000
L2536,lead2536@example.com,Active,BR,ads,2023-02-16 03:38:00+0000
L2537,lead2537@example.com,Active,GB,referral,2023-09-11 11:37:00+0000
L2538,lead2538@example.com,Active,SE,event,2023-04-12 18:05:00+0000
L2539,lead2539@example.com,Unsubscribed,US,event,2023-02-09 23:44:00+0000
L2540,lead2540@example.com,Active,JP,webform,2023-01-31 21:50:00+0000
L2541,lead2541@example.com,Unsubscribed,IN,event,2023-02-25 06:35:00+0000
L2542,lead2542@example.com,Active,NG,event,2023-01-03 22:36:00+0000
L2543,lead2543@example.com,Active,NG,event,2023-09-05 18:11:00+0000
L2544,lead2544@example.com,Active,SE,organic,2023-01-26 19:11:00+0000
L2545,lead2545@example.com,Active,GB,webform,2023-05-20 15:42:00+0000
L2546,lead2546@example.com,Active,IN,referral,2023-04-27 04:34:00+0000
L2547,lead2547@example.com,Active,BR,ads,2023-08-15 06:10:00+0000
L2548,lead2548@example.com,Active,DE,organic,2023-10-15 17:57:00+0000
