id,name,email,source,country,status,created_at
1990,Noa Rossi,lead1990@example.com,event,US,SQL,2023-10-08 08:14:00+0000
1991,Harper Mori,lead1991@example.com,organic,SE,MQL,2024-01-01 06:27:00+0000
1992,Rowan Mori,lead1992@example.com,webform,JP,SQL,2024-01-30 02:22:00+0000
1993,Avery Haddad,lead1993@example.com,referral,SE,CUSTOMER,2023-05-04 14:01:00+0000
1994,Rowan Nguyen,lead1994@example.com,referral,DE,DISQUALIFIED,2023-07-27 11:28:00+0000
1995,Casey Silva,lead1995@example.com,webform,BR,NEW,2023-02-05 23:24:00+0000
1996,Kai Khan,lead1996@example.com,referral,US,DISQUALIFIED,2023-01-21 20:33:00+0000
1997,Noa Patel,lead1997@example.com,organic,IN,MQL,2023-10-21 05:15:00+0000
1998,Sasha Khan,lead1998@example.com,webform,US,DISQUALIFIED,2023-07-07 11:26:00+0000
1999,Noa Cohen,lead1999@example.com,referral,IN,MQL,2023-11-24 17:16:00+0000
2000,Morgan Rossi,lead2000@example.com,event,DE,MQL,2024-01-12 14:53:00+0000
2001,Sasha Khan,lead2001@example.com,organic,NG,SQL,2023-12-30 00:54:00+0000
2002,Morgan Patel,lead2002@example.com,event,DE,DISQUALIFIED,2023-12-04 08:30:00+0000
2003,Jordan Khan,lead2003@example.com,referral,IN,SQL,2023-01-18 13:24:00+0000
2004,Quinn Smith,lead2004@example.com,event,US,CUSTOMER,2024-01-24 18:23:00+0000
2005,Kai Garcia,lead2005@example.com,ads,IN,SQL,2023-09-30 04:04:00+0000
2006,Noa Patel,lead2006@example.com,ads,IN,SQL,2023-03-11 20:12:00+0000
2007,Riley Nguyen,lead2007@example.com,organic,DE,SQL,2023-01-17 01:41:00+0000
2008,Kai Garcia,lead2008@example.com,event,IN,DISQUALIFIED,2024-01-27 13:15:00+0000
2009,Avery Okafor,lead2009@example.com,webform,GB,DISQUALIFIED,2023-06-01 16:11:00+0000
2010,Kai Cohen,lead2010@example.com,webform,DE,MQL,2023-02-23 16:26:00+0000
2011,Riley Nguyen,lead2011@example.com,referral,US,CUSTOMER,2023-07-05 02:49:00+0000
2012,Rowan Khan,lead2012@example.com,referral,DE,SQL,2023-06-10 05:37:00+0000
2013,Harper Nguyen,lead2013@example.com,referral,IN,DISQUALIFIED,2023-09-18 23:36:00+0000
2014,Devin Haddad,lead2014@example.com,referral,JP,CUSTOMER,2023-12-24 03:59:00+0000
2015,Rowan Khan,lead2015@example.com,ads,NG,SQL,2023-07-02 06:23:00+0000
2016,Casey Cohen,lead2016@example.com,referral,IN,NEW,2024-01-22 22:59:00+0000
2017,Quinn Haddad,lead2017@example.com,referral,SE,SQL,2023-05-19 17:28:00+0000
2018,Morgan Mori,lead2018@example.com,event,BR,NEW,2023-10-10 10:05:00+0000
2019,Noa Patel,lead2019@example.com,referral,GB,SQL,2023-03-31 04:19:00+0000
2020,Morgan Larsson,lead2020@example.com,ads,US,NEW,2023-11-10 01:03:00+0000
2021,Kai Mori,lead2021@example.com,webform,DE,SQL,2023-06-17 08:16:00+0000
2022,Quinn Rossi,lead2022@example.com,ads,BR,SQL,2023-12-18 17:48:00+0000
2023,Harper Patel,lead2023@example.com,organic,NG,SQL,2023-03-31 13:29:00+0000
2024,Riley Silva,lead2024@example.com,ads,DE,CUSTOMER,2023-05-31 20:27:00+0000
2025,Casey Nguyen,lead2025@example.com,event,US,DISQUALIFIED,2023-10-12 18:37:00+0000
2026,Quinn Okafor,lead2026@example.com,referral,BR,NEW,2023-01-08 23:46:00+0000
2027,Jordan Haddad,lead2027@example.com,organic,NG,CUSTOMER,2023-12-14 15:58:00+0000
2028,Casey Nguyen,lead2028@example.com,webform,GB,DISQUALIFIED,2023-08-26 03:01:00+0000
2029,Jordan Rossi,lead2029@example.com,organic,DE,CUSTOMER,2023-07-05 15:07:00+0000
2030,Jordan Mori,lead2030@example.com,ads,IN,SQL,2023-04-04 05:22:00+0000
2031,Devin Mori,lead2031@example.com,referral,IN,MQL,2023-02-11 17:09:00+0000
2032,Casey Khan,lead2032@example.com,webform,JP,MQL,2023-03-28 05:40:00+0000
2033,Quinn Mori,lead2033@example.com,referral,BR,DISQUALIFIED,2023-01-20 07:10:00+0000
2034,Casey Okafor,lead2034@example.com,webform,NG,DISQUALIFIED,2023-07-11 05:17:00+0000
2035,Avery Rossi,lead2035@example.com,referral,JP,NEW,2023-03-29 13:06:00+0000
2036,Casey Garcia,lead2036@example.com,webform,IN,MQL,2023-03-17 10:40:00+0000
2037,Quinn Haddad,lead2037@example.com,referral,GB,NEW,2023-11-23 06:47:00+0000
2038,Devin Khan,lead2038@example.com,referral,DE,DISQUALIFIED,2023-08-26 03:46:00+0000
2039,Rowan Haddad,lead2039@example.com,webform,JP,SQL,2023-12-04 22:30:00+0000
2040,Sasha Patel,lead2040@example.com,referral,NG,NEW,2023-05-13 18:35:00+0000
2041,Rowan Rossi,lead2041@example.com,referral,DE,DISQUALIFIED,2023-11-15 10:09:00+0000
2042,Riley Rossi,lead2042@example.com,ads,DE,DISQUALIFIED,2023-06-27 19:52:00+0000
2043,Devin Cohen,lead2043@example.com,event,US,MQL,2023-12-15 23:20:00+0000
2044,Harper Cohen,lead2044@example.com,referral,JP,CUSTOMER,2023-10-18 17:09:00+0000
2045,Avery Smith,lead2045@example.com,ads,IN,SQL,2023-11-28 23:03:00+0000
2046,Quinn Khan,lead2046@example.com,organic,DE,MQL,2023-03-31 14:47:00+0000
2047,Avery Khan,lead2047@example.com,webform,IN,NEW,2023-04-18 08:16:00+0000
2048,Casey Garcia,lead2048@example.com,webform,NG,DISQUALIFIED,2023-11-14 11:48:00+0000
2049,Kai Okafor,lead2049@example.com,event,US,DISQUALIFIED,2024-01-14 09:10:00+0000
2050,Devin Cohen,lead2050@example.com,event,BR,MQL,2023-10-29 00:04:00+0000
2051,Casey Nguyen,lead2051@example.com,ads,IN,SQL,2023-06-01 12:02:00+0000
2052,Kai Larsson,lead2052@example.com,event,SE,DISQUALIFIED,2023-07-01 08:28:00+0000
2053,Riley Nguyen,lead2053@example.com,ads,US,CUSTOMER,2023-09-06 08:52:00+0000
2054,Kai Patel,lead2054@example.com,referral,US,CUSTOMER,2023-05-19 04:40:00+0000
2055,Quinn Smith,lead2055@example.com,event,IN,CUSTOMER,2023-07-01 02:19:00+0000
2056,Kai Patel,lead2056@example.com,webform,NG,DISQUALIFIED,2023-01-28 18:31:00+0000
2057,Jordan Haddad,lead2057@example.com,referral,SE,CUSTOMER,2023-05-20 03:06:00+0000
2058,Harper Mori,lead2058@example.com,organic,JP,MQL,2023-01-27 18:29:00+0000
2059,Noa Cohen,lead2059@example.com,event,IN,CUSTOMER,2023-07-01 12:00:00+0000
2060,Morgan Larsson,lead2060@example.com,webform,DE,DISQUALIFIED,2023-08-09 15:22:00+0000
2061,Morgan Smith,lead2061@example.com,webform,IN,DISQUALIFIED,2023-10-04 11:06:00+0000
2062,Casey Khan,lead2062@example.com,event,SE,CUSTOMER,2023-09-09 00:47:00+0000
2063,Devin Smith,lead2063@example.com,webform,SE,DISQUALIFIED,2023-07-29 15:22:00+0000
2064,Casey Patel,lead2064@example.com,organic,BR,MQL,2023-07-02 17:57:00+0000
2065,Devin Haddad,lead2065@example.com,organic,US,DISQUALIFIED,2024-02-04 06:02:00+0000
2066,Riley Patel,lead2066@example.com,webform,DE,NEW,2023-11-19 08:26:00+0000
2067,Quinn Smith,lead2067@example.com,ads,DE,CUSTOMER,2023-03-28 06:33:00+0000
2068,Rowan Haddad,lead2068@example.com,organic,BR,MQL,2023-03-25 10:50:00+0000
2069,Morgan Okafor,lead2069@example.com,organic,NG,DISQUALIFIED,2024-01-05 04:22:00+0000
2070,Rowan Mori,lead2070@example.com,event,GB,SQL,2023-03-24 11:06:00+0000
2071,Morgan Cohen,lead2071@example.com,organic,GB,CUSTOMER,2023-11-17 23:18:00+0000
2072,Devin Nguyen,lead2072@example.com,event,BR,MQL,2023-12-06 04:17:00+0000
2073,Riley Silva,lead2073@example.com,event,JP,NEW,2023-08-08 02:29:00+0000
2074,Quinn Mori,lead2074@example.com,webform,GB,CUSTOMER,2024-01-24 15:35:00+0000
2075,Jordan Larsson,lead2075@example.com,ads,US,MQL,2023-01-15 17:55:00+0000
2076,Avery Okafor,lead2076@example.com,referral,NG,MQL,2023-01-28 11:35:00+0000
2077,Sasha Nguyen,lead2077@example.com,ads,NG,CUSTOMER,2023-08-18 08:13:00+0000
2078,Sasha Okafor,lead2078@example.com,webform,GB,MQL,2023-01-15 15:36:00+0000
2079,Avery Silva,lead2079@example.com,webform,SE,CUSTOMER,2023-07-17 09:11:00+0000
2080,Rowan Smith,lead2080@example.com,referral,BR,CUSTOMER,2023-10-29 20:58:00+0000
2081,Riley Garcia,lead2081@example.com,ads,IN,CUSTOMER,2023-04-07 02:57:00+0000
2082,Noa Smith,lead2082@example.com,ads,SE,DISQUALIFIED,2023-07-21 02:09:00+0000
2083,Casey Mori,lead2083@example.com,ads,DE,MQL,2023-11-14 05:40:00+0000
2084,Casey Khan,lead2084@example.com,ads,DE,CUSTOMER,2023-09-12 19:58:00+0000
2085,Morgan Patel,lead2085@example.com,webform,GB,CUSTOMER,2023-06-22 21:09:00+0000
2086,Jordan Silva,lead2086@example.com,ads,DE,MQL,2023-12-12 07:57:00+0000
2087,Riley Patel,lead2087@example.com,organic,JP,CUSTOMER,2023-12-07 13:48:00+0000
2088,Devin Rossi,lead2088@example.com,organic,NG,NEW,2023-03-30 01:52:00+0000
2089,Kai Khan,lead2089@example.com,webform,GB,SQL,2023-12-05 13:32:00+0000
2090,Harper Smith,lead2090@example.com,organic,US,DISQUALIFIED,2023-11-08 19:01:00+0000
2091,Jordan Garcia,lead2091@example.com,event,IN,NEW,2023-08-04 11:16:00+0000
2092,Avery Smith,lead2092@example.com,webform,DE,MQL,2023-03-08 19:26:00+0000
2093,Jordan Smith,lead2093@example.com,referral,DE,MQL,2024-02-05 16:31:00+0000
2094,Noa Haddad,lead2094@example.com,referral,DE,MQL,2023-07-25 00:22:00+0000
2095,Noa Cohen,lead2095@example.com,webform,GB,SQL,2024-01-14 19:02:00+0000
2096,Noa Nguyen,lead2096@example.com,event,DE,MQL,2023-12-24 04:54:00+0000
2097,Kai Cohen,lead2097@example.com,ads,BR,MQL,2023-07-13 04:46:00+0000
2098,Kai Khan,lead2098@example.com,referral,GB,MQL,2023-07-26 08:37:00+0000
2099,Noa Smith,lead2099@example.com,referral,IN,DISQUALIFIED,2023-02-01 17:39:00+0000
2100,Kai Patel,lead2100@example.com,event,GB,MQL,2023-12-10 21:44:00+0000
2101,Avery Haddad,lead2101@example.com,ads,BR,DISQUALIFIED,2023-03-21 00:44:00+0000
2102,Riley Rossi,lead2102@example.com,ads,DE,CUSTOMER,2023-10-01 09:49:00+0000
2103,Casey Haddad,lead2103@example.com,organic,GB,NEW,2023-02-18 23:18:00+0000
2104,Noa Garcia,lead2104@example.com,referral,IN,DISQUALIFIED,2023-01-24 02:55:00+0000
2105,Rowan Nguyen,lead2105@example.com,referral,IN,SQL,2023-05-17 07:17:00+0000
2106,Riley Patel,lead2106@example.com,event,SE,DISQUALIFIED,2023-09-19 19:35:00+0000
2107,Noa Okafor,lead2107@example.com,event,DE,CUSTOMER,2023-07-18 13:57:00+0000
2108,Rowan Haddad,lead2108@example.com,event,IN,MQL,2023-08-23 13:27:00+0000
2109,Avery Patel,lead2109@example.com,webform,GB,SQL,2023-12-05 06:28:00+0000
2110,Rowan Mori,lead2110@example.com,ads,GB,CUSTOMER,2023-12-08 06:55:00+0000
2111,Quinn Silva,lead2111@example.com,ads,NG,MQL,2023-06-18 12:23:00+0000
2112,Quinn Haddad,lead2112@example.com,organic,US,MQL,2023-04-01 22:17:00+0000
2113,Morgan Smith,lead2113@example.com,webform,IN,SQL,2023-09-08 17:26:00+0000
2114,Casey Larsson,lead2114@example.com,event,NG,SQL,2023-01-22 02:38:00+0000
2115,Harper Larsson,lead2115@example.com,event,SE,SQL,2023-03-22 11:34:00+0000
2116,Rowan Mori,lead2116@example.com,webform,DE,CUSTOMER,2023-01-07 11:46:00+0000
2117,Morgan Cohen,lead2117@example.com,event,NG,SQL,2023-05-16 10:06:00+0000
2118,Casey Rossi,lead2118@example.com,webform,IN,SQL,2024-02-02 12:36:00+0000
2119,Kai Garcia,lead2119@example.com,referral,DE,SQL,2023-07-23 17:22:00+0000
2120,Avery Garcia,lead2120@example.com,referral,BR,MQL,2023-05-31 07:38:00+0000
2121,Casey Cohen,lead2121@example.com,event,SE,MQL,2023-04-04 06:29:00+0000
2122,Harper Smith,lead2122@example.com,event,GB,CUSTOMER,2023-02-02 19:54:00+0000
2123,Rowan Khan,lead2123@example.com,ads,BR,CUSTOMER,2023-01-12 18:01:00+0000
2124,Riley Cohen,lead2124@example.com,referral,JP,NEW,2023-03-04 13:19:00+0000
2125,Kai Smith,lead2125@example.com,event,US,CUSTOMER,2023-08-31 00:39:00+0000
2126,Devin Mori,lead2126@example.com,event,DE,NEW,2023-10-29 20:40:00+0000
2127,Kai Okafor,lead2127@example.com,ads,IN,CUSTOMER,2023-04-20 06:58:00+0000
2128,Kai Silva,lead2128@example.com,organic,US,NEW,2023-08-14 07:07:00+0000
2129,Sasha Okafor,lead2129@example.com,ads,SE,SQL,2023-06-14 08:07:00+0000
2130,Quinn Okafor,lead2130@example.com,ads,DE,SQL,2023-10-22 01:27:00+0000
2131,Sasha Silva,lead2131@example.com,ads,JP,NEW,2024-01-29 13:06:00+0000
2132,Harper Rossi,lead2132@example.com,organic,US,NEW,2023-02-06 05:29:00+0000
2133,Casey Okafor,lead2133@example.com,referral,JP,MQL,2023-04-15 03:26:00+0000
2134,Riley Garcia,lead2134@example.com,webform,NG,MQL,2023-11-21 16:50:00+0000
2135,Devin Okafor,lead2135@example.com,referral,JP,NEW,2023-10-28 16:14:00+0000
2136,Sasha Cohen,lead2136@example.com,organic,JP,DISQUALIFIED,2023-07-23 13:24:00+0000
2137,Harper Okafor,lead2137@example.com,event,SE,CUSTOMER,2023-04-29 11:58:00+0000
2138,Morgan Nguyen,lead2138@example.com,webform,IN,DISQUALIFIED,2023-10-03 15:45:00+0000
2139,Riley Haddad,lead2139@example.com,organic,US,MQL,2023-08-12 07:31:00+0000
2140,Quinn Khan,lead2140@example.com,organic,BR,MQL,2023-01-07 13:17:00+0000
2141,Rowan Smith,lead2141@example.com,ads,DE,CUSTOMER,2023-08-03 18:55:00+0000
2142,Noa Mori,lead2142@example.com,referral,IN,SQL,2023-07-30 08:03:00+0000
2143,Riley Mori,lead2143@example.com,event,US,DISQUALIFIED,2023-05-27 23:37:00+0000
2144,Harper Mori,lead2144@example.com,webform,IN,MQL,2023-01-13 21:26:00+0000
2145,Casey Silva,lead2145@example.com,organic,DE,DISQUALIFIED,2023-12-02 23:55:00+0000
2146,Avery Silva,lead2146@example.com,organic,DE,MQL,2023-12-21 22:24:00+0000
2147,Riley Smith,lead2147@example.com,event,BR,MQL,2023-05-31 02:21:00+0000
2148,Quinn Smith,lead2148@example.com,referral,JP,CUSTOMER,2023-05-17 17:47:00+0000
2149,Riley Garcia,lead2149@example.com,organic,BR,SQL,2023-03-31 09:15:00+0000
2150,Sasha Patel,lead2150@example.com,organic,JP,NEW,2023-08-16 06:18:00+0000
2151,Noa Khan,lead2151@example.com,event,DE,NEW,2023-03-27 23:07:00+0000
2152,Jordan Nguyen,lead2152@example.com,ads,IN,NEW,2023-02-04 02:52:00+0000
2153,Kai Khan,lead2153@example.com,event,SE,SQL,2023-11-22 09:27:00+0000
2154,Jordan Nguyen,lead2154@example.com,ads,NG,SQL,2023-07-09 20:25:00+0000
2155,Rowan Okafor,lead2155@example.com,organic,IN,MQL,2023-05-24 17:48:00+0000
2156,Casey Khan,lead2156@example.com,referral,BR,SQL,2023-09-11 20:22:00+0000
2157,Rowan Nguyen,lead2157@example.com,webform,IN,NEW,2023-07-08 01:56:00+0000
2158,Morgan Garcia,lead2158@example.com,ads,NG,DISQUALIFIED,2024-01-22 09:08:00+0000
2159,Devin Rossi,lead2159@example.com,webform,JP,NEW,2023-08-10 13:14:00+0000
2160,Quinn Smith,lead2160@example.com,organic,BR,SQL,2023-06-08 01:26:00+0000
2161,Morgan Smith,lead2161@example.com,organic,JP,MQL,2023-04-23 03:04:00+0000
2162,Sasha Haddad,lead2162@example.com,event,JP,DISQUALIFIED,2023-06-03 01:42:00+0000
2163,Devin Khan,lead2163@example.com,webform,GB,SQL,2023-01-19 23:47:00+0000
2164,Kai Patel,lead2164@example.com,ads,NG,MQL,2023-03-20 04:36:00+0000
2165,Riley Silva,lead2165@example.com,organic,BR,SQL,2023-02-04 04:51:00+0000
2166,Rowan Cohen,lead2166@example.com,ads,US,NEW,2023-01-24 01:52:00+0000
2167,Morgan Silva,lead2167@example.com,organic,DE,NEW,2023-12-06 09:44:00+0000
2168,Avery Khan,lead2168@example.com,ads,GB,DISQUALIFIED,2023-07-29 02:34:00+0000
2169,Kai Garcia,lead2169@example.com,webform,JP,DISQUALIFIED,2023-05-17 09:36:00+0000
2170,Riley Nguyen,lead2170@example.com,ads,GB,SQL,2024-02-01 06:01:00+0000
2171,Sasha Mori,lead2171@example.com,referral,NG,CUSTOMER,2023-12-14 12:47:00+0000
2172,Morgan Mori,lead2172@example.com,webform,BR,SQL,2023-11-12 13:59:00+0000
2173,Kai Larsson,lead2173@example.com,organic,SE,SQL,2023-07-13 21:51:00+0000
2174,Morgan Mori,lead2174@example.com,organic,JP,NEW,2023-03-28 14:49:00+0000
2175,Avery Patel,lead2175@example.com,organic,JP,DISQUALIFIED,2023-05-11 00:13:00+0000
2176,Sasha Rossi,lead2176@example.com,referral,IN,MQL,2023-01-29 23:05:00+0000
2177,Kai Smith,lead2177@example.com,event,IN,NEW,2024-01-08 17:17:00+0000
2178,Kai Okafor,lead2178@example.com,ads,US,CUSTOMER,2024-01-12 20:59:00+0000
2179,Devin Garcia,lead2179@example.com,event,SE,NEW,2023-07-22 03:49:00+0000
2180,Noa Mori,lead2180@example.com,ads,GB,DISQUALIFIED,2023-12-08 07:38:00+0000
2181,Jordan Silva,lead2181@example.com,event,GB,SQL,2023-06-22 04:04:00+0000
2182,Quinn Haddad,lead2182@example.com,webform,JP,CUSTOMER,2023-02-05 16:29:00+0000
2183,Harper Larsson,lead2183@example.com,referral,GB,NEW,2023-06-10 01:58:00+0000
2184,Sasha Patel,lead2184@example.com,referral,DE,SQL,2023-02-17 05:35:00+0000
2185,Morgan Rossi,lead2185@example.com,organic,SE,MQL,2023-02-15 20:09:00+0000
2186,Rowan Cohen,lead2186@example.com,referral,JP,CUSTOMER,2023-09-22 14:31:00+0000
2187,Kai Smith,lead2187@example.com,organic,US,SQL,2023-12-10 17:28:00+0000
2188,Casey Garcia,lead2188@example.com,referral,SE,NEW,2023-01-06 00:30:00+0000
2189,Jordan Nguyen,lead2189@example.com,event,NG,DISQUALIFIED,2023-03-02 20:06:00+0000
2190,Morgan Mori,lead2190@example.com,event,SE,SQL,2023-10-30 09:55:00+0000
2191,Harper Smith,lead2191@example.com,organic,IN,CUSTOMER,2023-09-21 09:56:00+0000
2192,Kai Silva,lead2192@example.com,webform,JP,DISQUALIFIED,2023-05-17 07:20:00+0000
2193,Casey Mori,lead2193@example.com,organic,IN,MQL,2023-09-06 09:36:00+0000
2194,Morgan Smith,lead2194@example.com,organic,US,MQL,2023-03-26 13:10:00+0000
2195,Noa Garcia,lead2195@example.com,event,IN,NEW,2023-05-02 07:58:00+0000
2196,Avery Haddad,lead2196@example.com,referral,BR,SQL,2024-01-26 00:56:00+0000
2197,Riley Khan,lead2197@example.com,organic,JP,SQL,2023-08-19 12:52:00+0000
2198,Quinn Patel,lead2198@example.com,webform,GB,SQL,2023-11-26 10:57:00+0000
2199,Noa Smith,lead2199@example.com,webform,BR,CUSTOMER,2023-11-29 16:37:00+0000
2200,Quinn Cohen,lead2200@example.com,webform,GB,SQL,2023-02-20 08:08:00+0000
2201,Devin Patel,lead2201@example.com,event,DE,CUSTOMER,2023-06-02 14:14:00+0000
2202,Devin Patel,lead2202@example.com,webform,IN,DISQUALIFIED,2023-01-27 09:54:00+0000
2203,Rowan Khan,lead2203@example.com,referral,JP,MQL,2023-11-22 01:41:00+0000
2204,Rowan Garcia,lead2204@example.com,ads,US,CUSTOMER,2023-10-29 05:27:00+0000
2205,Casey Mori,lead2205@example.com,organic,JP,MQL,2023-01-20 07:30:00+0000
2206,Kai Larsson,lead2206@example.com,event,SE,MQL,2023-12-07 07:10:00+0000
2207,Quinn Smith,lead2207@example.com,organic,SE,NEW,2023-04-28 02:37:00+0000
2208,Harper Cohen,lead2208@example.com,referral,DE,SQL,2023-10-02 10:42:00+0000
2209,Avery Garcia,lead2209@example.com,webform,US,DISQUALIFIED,2023-08-06 06:29:00+0000
2210,Casey Garcia,lead2210@example.com,organic,SE,SQL,2023-12-17 14:19:00+0000
2211,Casey Nguyen,lead2211@example.com,ads,SE,DISQUALIFIED,2023-07-13 07:04:00+0000
2212,Harper Patel,lead2212@example.com,organic,DE,CUSTOMER,2023-03-19 13:07:00+0000
2213,Noa Patel,lead2213@example.com,organic,GB,DISQUALIFIED,2023-07-30 07:10:00+0000
2214,Devin Haddad,lead2214@example.com,referral,US,MQL,2024-01-24 01:20:00+0000
2215,Quinn Okafor,lead2215@example.com,ads,GB,CUSTOMER,2023-10-06 02:56:00+0000
2216,Jordan Smith,lead2216@example.com,event,BR,DISQUALIFIED,2023-07-26 01:38:00+0000
2217,Noa Rossi,lead2217@example.com,event,DE,CUSTOMER,2023-05-12 13:41:00+0000
2218,Kai Patel,lead2218@example.com,webform,NG,DISQUALIFIED,2023-06-27 19:18:00+0000
2219,Noa Nguyen,lead2219@example.com,webform,US,SQL,2023-07-12 13:05:00+0000
2220,Noa Silva,lead2220@example.com,organic,GB,MQL,2023-04-25 00:41:00+0000
2221,Avery Cohen,lead2221@example.com,webform,IN,NEW,2023-01-01 12:00:00+0000
2222,Quinn Mori,lead2222@example.com,event,JP,NEW,2023-11-28 02:45:00+0000
2223,Jordan Okafor,lead2223@example.com,referral,GB,NEW,2023-02-18 17:16:00+0000
2224,Devin Garcia,lead2224@example.com,webform,JP,CUSTOMER,2023-04-23 09:26:00+0000
2225,Noa Rossi,lead2225@example.com,organic,NG,MQL,2023-04-11 08:42:00+0000
2226,Sasha Larsson,lead2226@example.com,organic,GB,NEW,2023-11-29 11:34:00+0000
2227,Harper Khan,lead2227@example.com,webform,US,NEW,2023-09-01 06:33:00+0000
2228,Quinn Garcia,lead2228@example.com,webform,GB,SQL,2023-07-20 13:51:00+0000
2229,Sasha Larsson,lead2229@example.com,ads,DE,DISQUALIFIED,2023-11-04 01:05:00+0000
2230,Morgan Garcia,lead2230@example.com,webform,US,SQL,2023-08-07 11:59:00+0000
2231,Sasha Rossi,lead2231@example.com,webform,BR,DISQUALIFIED,2024-01-15 12:29:00+0000
2232,Harper Garcia,lead2232@example.com,ads,US,NEW,2023-04-23 12:01:00+0000
2233,Riley Patel,lead2233@example.com,webform,US,CUSTOMER,2023-11-03 07:39:00+0000
2234,Casey Nguyen,lead2234@example.com,webform,BR,DISQUALIFIED,2023-07-30 13:52:00+0000
2235,Noa Silva,lead2235@example.com,ads,GB,MQL,2023-04-09 17:15:00+0000
2236,Casey Larsson,lead2236@example.com,referral,BR,MQL,2023-05-25 12:08:00+0000
2237,Harper Garcia,lead2237@example.com,webform,NG,CUSTOMER,2024-02-05 08:31:00+0000
2238,Morgan Rossi,lead2238@example.com,ads,IN,DISQUALIFIED,2023-06-25 19:31:00+0000
2239,Casey Rossi,lead2239@example.com,webform,SE,MQL,2023-11-06 23:52:00+0000
2240,Devin Larsson,lead2240@example.com,webform,IN,MQL,2023-05-06 16:46:00+0000
2241,Sasha Rossi,lead2241@example.com,webform,NG,SQL,2023-04-25 11:28:00+0000
2242,Devin Mori,lead2242@example.com,organic,JP,DISQUALIFIED,2023-12-04 13:31:00+0000
2243,Quinn Okafor,lead2243@example.com,event,IN,MQL,2023-02-07 23:54:00+0000
2244,Noa Garcia,lead2244@example.com,organic,US,CUSTOMER,2023-03-04 01:14:00+0000
2245,Devin Nguyen,lead2245@example.com,referral,GB,SQL,2023-07-18 05:19:00+0000
2246,Sasha Nguyen,lead2246@example.com,ads,JP,CUSTOMER,2023-11-30 04:39:00+0000
2247,Quinn Khan,lead2247@example.com,event,NG,NEW,2023-10-11 21:52:00+0000
2248,Sasha Nguyen,lead2248@example.com,webform,NG,CUSTOMER,2023-10-11 15:08:00+0000
2249,Harper Silva,lead2249@example.com,event,BR,NEW,2023-08-21 01:21:00+0000
2250,Avery Nguyen,lead2250@example.com,organic,IN,NEW,2023-09-13 20:21:00+0000
2251,Kai Larsson,lead2251@example.com,ads,SE,DISQUALIFIED,2023-08-28 16:42:00+0000
2252,Jordan Khan,lead2252@example.com,event,NG,SQL,2024-01-09 16:10:00+0000
2253,Devin Patel,lead2253@example.com,event,US,MQL,2023-06-25 17:02:00+0000
2254,Harper Okafor,lead2254@example.com,webform,IN,MQL,2023-07-15 01:59:00+0000
2255,Riley Okafor,lead2255@example.com,referral,BR,CUSTOMER,2024-01-30 18:06:00+0000
2256,Jordan Garcia,lead2256@example.com,organic,JP,MQL,2023-08-01 06:48:00+0000
2257,Quinn Larsson,lead2257@example.com,event,NG,DISQUALIFIED,2023-02-09 23:59:00+0000
2258,Harper Garcia,lead2258@example.com,ads,NG,NEW,2023-03-21 11:39:00+0000
2259,Noa Cohen,lead2259@example.com,referral,DE,CUSTOMER,2023-06-03 15:54:00+0000
2260,Kai Cohen,lead2260@example.com,referral,JP,NEW,2023-10-09 01:11:00+0000
2261,Devin Patel,lead2261@example.com,event,GB,MQL,2023-05-13 19:54:00+0000
2262,Morgan Haddad,lead2262@example.com,ads,SE,DISQUALIFIED,2023-05-07 14:43:00+0000
2263,Morgan Mori,lead2263@example.com,webform,US,NEW,2023-09-02 05:09:00+0000
2264,Devin Okafor,lead2264@example.com,event,BR,DISQUALIFIED,2023-04-24 00:34:00+0000
2265,Jordan Cohen,lead2265@example.com,referral,US,DISQUALIFIED,2023-04-05 01:52:00+0000
2266,Kai Smith,lead2266@example.com,referral,SE,SQL,2023-02-11 12:16:00+0000
2267,Jordan Khan,lead2267@example.com,event,JP,MQL,2023-07-12 23:50:00+0000
2268,Jordan Mori,lead2268@example.com,ads,US,DISQUALIFIED,2023-12-16 10:49:00+0000
2269,Jordan Haddad,lead2269@example.com,webform,DE,CUSTOMER,2023-11-26 12:49:00+0000
2270,Noa Nguyen,lead2270@example.com,organic,GB,SQL,2023-06-02 18:15:00+0000
2271,Noa Garcia,lead2271@example.com,referral,US,SQL,2023-09-15 08:27:00+0000
2272,Kai Larsson,lead2272@example.com,referral,IN,SQL,2023-06-16 16:46:00+0000
2273,Harper Smith,lead2273@example.com,ads,BR,SQL,2023-04-29 22:39:00+0000
2274,Devin Mori,lead2274@example.com,ads,GB,DISQUALIFIED,2023-07-23 22:20:00+0000
2275,Jordan Okafor,lead2275@example.com,organic,JP,MQL,2023-01-23 03:04:00+0000
2276,Quinn Garcia,lead2276@example.com,ads,SE,CUSTOMER,2023-01-19 10:06:00+0000
2277,Harper Silva,lead2277@example.com,event,IN,DISQUALIFIED,2023-07-26 01:09:00+0000
2278,Devin Rossi,lead2278@example.com,event,US,MQL,2023-10-27 05:21:00+0000
2279,Devin Larsson,lead2279@example.com,organic,IN,CUSTOMER,2023-06-24 06:55:00+0000
2280,Rowan Haddad,lead2280@example.com,event,BR,MQL,2023-07-14 04:46:00+0000
2281,Devin Smith,lead2281@example.com,webform,JP,MQL,2024-01-18 19:47:00+0000
2282,Harper Silva,lead2282@example.com,event,NG,DISQUALIFIED,2023-02-04 13:30:00+0000
